epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,9866.37,2.50086,2.68124,1.83084,0.27588,0.25341,0.19944,0.12881,2.30977,4.08841,1.63407,0.00100694,0.00100694,0.00100694
181,9921.56,2.44034,2.49934,1.8674,0.28057,0.24689,0.18483,0.11874,2.33465,4.10368,1.64834,0.00100459,0.00100459,0.00100459
182,9976.4,2.49105,2.48534,1.84195,0.27485,0.24588,0.19085,0.11888,2.39288,3.79401,1.67275,0.00100223,0.00100223,0.00100223
183,10031.1,2.57312,2.62445,1.82307,0.27835,0.2316,0.18495,0.11409,2.50868,4.38031,1.72767,0.000999871,0.000999871,0.000999871
184,10085.5,2.5031,2.66055,1.81785,0.26922,0.2251,0.17905,0.11212,2.33846,3.91569,1.67265,0.000997513,0.000997513,0.000997513
185,10140.3,2.47197,2.516,1.83337,0.27053,0.27394,0.19008,0.11516,2.30698,4.15026,1.66679,0.000995156,0.000995156,0.000995156
186,10196,2.53642,2.67559,1.88242,0.2855,0.25566,0.19029,0.11914,2.27415,4.35885,1.6231,0.000992798,0.000992798,0.000992798
187,10251.2,2.4488,2.50109,1.83057,0.25999,0.27025,0.18836,0.11956,2.31301,4.63692,1.61981,0.00099044,0.00099044,0.00099044
188,10306.4,2.57765,2.54191,1.85372,0.29143,0.23739,0.18905,0.11491,2.3447,4.20829,1.6298,0.000988082,0.000988082,0.000988082
189,10361.5,2.51598,2.41553,1.85281,0.27034,0.26496,0.19249,0.1224,2.33359,4.55876,1.61136,0.000985724,0.000985724,0.000985724
190,10416.3,2.51641,2.54675,1.87603,0.25871,0.24217,0.1852,0.11658,2.32695,4.29669,1.61709,0.000983366,0.000983366,0.000983366
191,10472,2.4853,2.47491,1.8438,0.25581,0.27169,0.18835,0.1235,2.27112,4.25357,1.6256,0.000981008,0.000981008,0.000981008
192,10527,2.55692,2.47568,1.89389,0.2444,0.26017,0.1736,0.11129,2.30487,4.44548,1.63143,0.000978651,0.000978651,0.000978651
193,10582.5,2.5604,2.35816,1.86167,0.59667,0.28069,0.18328,0.11636,2.23513,4.96647,1.6319,0.000976293,0.000976293,0.000976293
194,10637.7,2.52765,2.63094,1.83619,0.29122,0.23072,0.18645,0.12205,2.29065,3.96085,1.61662,0.000973935,0.000973935,0.000973935
195,10692.4,2.45624,2.49653,1.8059,0.26995,0.25423,0.18596,0.12125,2.40774,3.96343,1.64344,0.000971577,0.000971577,0.000971577
196,10747.3,2.4593,2.51829,1.83595,0.27596,0.2335,0.18562,0.11912,2.29278,4.04447,1.63563,0.000969219,0.000969219,0.000969219
197,10801.6,2.46966,2.56248,1.77667,0.61942,0.26467,0.19735,0.12382,2.3601,3.74799,1.68625,0.000966861,0.000966861,0.000966861
198,10857.2,2.56578,2.56391,1.87654,0.29977,0.27598,0.2052,0.1326,2.34033,3.86923,1.62495,0.000964504,0.000964504,0.000964504
199,10912.5,2.55051,2.46512,1.84143,0.26073,0.25115,0.18672,0.11874,2.36622,4.22085,1.6495,0.000962146,0.000962146,0.000962146
200,10967.7,2.4674,2.42547,1.82152,0.274,0.27661,0.18827,0.1192,2.29744,4.28729,1.62574,0.000959788,0.000959788,0.000959788
201,11022.6,2.53895,2.4003,1.85382,0.29891,0.27445,0.19869,0.12398,2.30474,4.71375,1.63544,0.00095743,0.00095743,0.00095743
202,11077.7,2.51622,2.46171,1.86302,0.26457,0.26242,0.19612,0.12426,2.29081,4.03339,1.63687,0.000955072,0.000955072,0.000955072
203,11131.7,2.43933,2.51701,1.80952,0.26936,0.26017,0.18364,0.11678,2.26023,4.17489,1.63734,0.000952714,0.000952714,0.000952714
204,11186.9,2.45372,2.53921,1.84672,0.28318,0.2718,0.1952,0.12826,2.40368,4.56409,1.64358,0.000950356,0.000950356,0.000950356
205,11241,2.33028,2.48905,1.77443,0.27907,0.23598,0.18585,0.11801,2.33136,3.73479,1.64193,0.000947999,0.000947999,0.000947999
206,11295.7,2.38655,2.40334,1.8031,0.29278,0.26918,0.18726,0.12205,2.28419,4.46913,1.61982,0.000945641,0.000945641,0.000945641
207,11350.7,2.41404,2.33223,1.81593,0.2659,0.27396,0.19079,0.12213,2.37352,5.38964,1.63956,0.000943283,0.000943283,0.000943283
208,11405.1,2.47607,2.44875,1.79859,0.24669,0.22336,0.17446,0.11815,2.31648,4.31507,1.64047,0.000940925,0.000940925,0.000940925
209,11460.2,2.51596,2.5897,1.82397,0.2614,0.23964,0.17978,0.11574,2.27811,4.38667,1.64278,0.000938567,0.000938567,0.000938567
210,11514.8,2.43384,2.42117,1.8372,0.25687,0.24215,0.17592,0.1131,2.33297,4.61279,1.63923,0.000936209,0.000936209,0.000936209
211,11569.8,2.48603,2.45035,1.82518,0.25126,0.26293,0.17906,0.11596,2.30295,5.30595,1.67263,0.000933851,0.000933851,0.000933851
212,11624.8,2.4602,2.35491,1.8094,0.262,0.26042,0.18341,0.12334,2.26812,5.07721,1.6436,0.000931494,0.000931494,0.000931494
213,11679.5,2.28556,2.34079,1.7778,0.23676,0.24319,0.18877,0.12632,2.34646,4.7372,1.63939,0.000929136,0.000929136,0.000929136
214,11733.9,2.35816,2.38093,1.77924,0.26507,0.25064,0.18981,0.1257,2.37851,4.37888,1.65351,0.000926778,0.000926778,0.000926778
215,11788.3,2.31579,2.43987,1.75283,0.28076,0.26544,0.19941,0.13005,2.37036,4.03968,1.68837,0.00092442,0.00092442,0.00092442
216,11842.4,2.45484,2.75936,1.79738,0.27023,0.22535,0.18918,0.12466,2.3692,3.46975,1.67281,0.000922062,0.000922062,0.000922062
217,11897.4,2.424,2.5566,1.83225,0.29378,0.26017,0.19788,0.13118,2.36806,4.82031,1.69604,0.000919704,0.000919704,0.000919704
218,11952.3,2.54264,2.58107,1.80709,0.26026,0.2509,0.18116,0.1192,2.24204,3.65159,1.65824,0.000917347,0.000917347,0.000917347
219,12007,2.36975,2.41609,1.78904,0.2715,0.24046,0.1864,0.12045,2.28462,4.08628,1.66623,0.000914989,0.000914989,0.000914989
220,12062,2.3888,2.53641,1.7968,0.25493,0.24813,0.19535,0.13187,2.31935,4.15118,1.66254,0.000912631,0.000912631,0.000912631
221,12117.1,2.46573,2.55562,1.80835,0.24756,0.24266,0.18013,0.11685,2.31843,4.35296,1.64912,0.000910273,0.000910273,0.000910273
222,12171.9,2.40018,2.3217,1.80863,0.26257,0.24958,0.18113,0.12059,2.29962,4.36672,1.6416,0.000907915,0.000907915,0.000907915
223,12227,2.36841,2.27041,1.80028,0.26368,0.23944,0.18905,0.12506,2.31483,4.15535,1.6476,0.000905557,0.000905557,0.000905557
224,12281.9,2.4033,2.32115,1.83171,0.24166,0.24389,0.17973,0.11799,2.27556,3.81562,1.62622,0.000903199,0.000903199,0.000903199
225,12336.8,2.5334,2.48589,1.85201,0.25545,0.25817,0.18117,0.11486,2.37411,3.90387,1.66151,0.000900842,0.000900842,0.000900842
226,12391.9,2.5179,2.29673,1.83961,0.30166,0.24215,0.19713,0.12547,2.36462,4.40239,1.67376,0.000898484,0.000898484,0.000898484
227,12447.4,2.39215,2.22288,1.84218,0.28372,0.25487,0.18733,0.12042,2.27426,4.65703,1.6332,0.000896126,0.000896126,0.000896126
228,12502.3,2.36996,2.32744,1.79123,0.28206,0.24215,0.19413,0.12962,2.36091,4.28949,1.63343,0.000893768,0.000893768,0.000893768
229,12557.4,2.40629,2.29237,1.82204,0.28879,0.26911,0.19575,0.12199,2.29916,4.53739,1.61925,0.00089141,0.00089141,0.00089141
230,12612.4,2.40468,2.22902,1.85954,0.27903,0.25638,0.18465,0.12046,2.35185,4.12197,1.69494,0.000889052,0.000889052,0.000889052
231,12666.5,2.39851,2.38652,1.79309,0.25835,0.25843,0.18347,0.11909,2.38661,4.05875,1.67338,0.000886694,0.000886694,0.000886694
232,12722.5,2.55282,2.31848,1.88185,0.28524,0.29299,0.20747,0.13212,2.2406,5.22687,1.65807,0.000884337,0.000884337,0.000884337
233,12777.5,2.32361,2.28158,1.82386,0.60584,0.2444,0.20535,0.13342,2.23928,3.97787,1.62908,0.000881979,0.000881979,0.000881979
234,12832.2,2.4328,2.27339,1.81923,0.27042,0.26268,0.19539,0.1252,2.20663,4.64501,1.62866,0.000879621,0.000879621,0.000879621
235,12886.8,2.38208,2.25142,1.79639,0.27895,0.22587,0.17642,0.11489,2.28416,5.1738,1.65821,0.000877263,0.000877263,0.000877263
236,12941.7,2.41376,2.28653,1.79655,0.28392,0.25633,0.20219,0.13192,2.33354,5.35479,1.66775,0.000874905,0.000874905,0.000874905
237,12995.9,2.26595,2.13221,1.74157,0.2545,0.26268,0.18181,0.11763,2.33987,4.36349,1.69979,0.000872547,0.000872547,0.000872547
238,13050.4,2.33571,2.28447,1.7917,0.2514,0.26411,0.18082,0.1151,2.2895,4.53331,1.68323,0.00087019,0.00087019,0.00087019
239,13105.4,2.37718,2.3476,1.81305,0.27056,0.25004,0.18531,0.11709,2.2357,4.72126,1.66732,0.000867832,0.000867832,0.000867832
240,13160.1,2.34089,2.52574,1.80033,0.24968,0.28372,0.1885,0.11649,2.24895,4.67726,1.67612,0.000865474,0.000865474,0.000865474
241,13214.4,2.34493,2.33227,1.76531,0.28611,0.25618,0.18204,0.11944,2.27437,4.21437,1.66175,0.000863116,0.000863116,0.000863116
242,13268.8,2.37851,2.18922,1.76534,0.28525,0.24064,0.17689,0.1127,2.28181,5.33374,1.66072,0.000860758,0.000860758,0.000860758
243,13322.9,2.36551,2.34299,1.72816,0.23482,0.23489,0.16081,0.09914,2.32801,4.43878,1.6568,0.0008584,0.0008584,0.0008584
244,13377.8,2.33266,2.29587,1.818,0.26909,0.26544,0.18393,0.11619,2.37733,5.06555,1.7125,0.000856042,0.000856042,0.000856042
245,13432.9,2.4966,2.39802,1.79524,0.29564,0.24424,0.19817,0.12767,2.32962,4.14581,1.67521,0.000853685,0.000853685,0.000853685
246,13487.4,2.35736,2.29183,1.81307,0.29324,0.24818,0.18255,0.11298,2.2669,4.28584,1.62788,0.000851327,0.000851327,0.000851327
247,13542.5,2.43038,2.36612,1.82274,0.25912,0.23687,0.1765,0.11099,2.46144,4.98741,1.67584,0.000848969,0.000848969,0.000848969
248,13597.9,2.34516,2.1402,1.79223,0.25511,0.26467,0.17757,0.11051,2.48458,4.88942,1.67456,0.000846611,0.000846611,0.000846611
249,13652.4,2.32092,2.37954,1.77079,0.27647,0.26858,0.20069,0.12836,2.44304,4.24175,1.67073,0.000844253,0.000844253,0.000844253
250,13706.9,2.41754,2.28863,1.77894,0.29434,0.25701,0.19388,0.12484,2.36672,4.60311,1.62256,0.000841895,0.000841895,0.000841895
251,13760.9,2.33834,2.18573,1.75124,0.26143,0.25927,0.1771,0.11515,2.3066,4.45405,1.61522,0.000839537,0.000839537,0.000839537
252,13816.1,2.42491,2.35799,1.81976,0.26086,0.26328,0.17836,0.11286,2.43137,4.65591,1.64821,0.00083718,0.00083718,0.00083718
253,13871.4,2.43442,2.28768,1.83717,0.27362,0.26242,0.18689,0.12064,2.31844,4.67144,1.62184,0.000834822,0.000834822,0.000834822
254,13925.2,2.23189,2.45081,1.76129,0.23419,0.23938,0.187,0.12196,2.22894,4.65448,1.6061,0.000832464,0.000832464,0.000832464
255,13979.6,2.38068,2.21111,1.79433,0.29044,0.2742,0.20905,0.13284,2.44598,4.61868,1.63479,0.000830106,0.000830106,0.000830106
256,14033.7,2.28876,2.01833,1.78372,0.28898,0.25541,0.2112,0.14098,2.35228,4.76304,1.62795,0.000827748,0.000827748,0.000827748
257,14088.6,2.35105,2.33382,1.77624,0.24892,0.25142,0.17917,0.11274,2.33014,4.19107,1.60849,0.00082539,0.00082539,0.00082539
258,14142.8,2.34543,2.27915,1.76284,0.25753,0.23764,0.18037,0.11961,2.35514,4.6317,1.62157,0.000823033,0.000823033,0.000823033
259,14198,2.35071,2.15048,1.81064,0.25056,0.2608,0.18252,0.11646,2.34109,4.67785,1.5921,0.000820675,0.000820675,0.000820675
260,14253,2.277,2.19447,1.78573,0.29477,0.2742,0.20187,0.12483,2.36348,4.32834,1.6317,0.000818317,0.000818317,0.000818317
261,14307.4,2.29445,2.2961,1.76721,0.24976,0.2742,0.18685,0.11687,2.38742,4.30229,1.66256,0.000815959,0.000815959,0.000815959
262,14362.7,2.26263,2.10625,1.81582,0.27497,0.25238,0.19622,0.12716,2.31398,5.24077,1.63494,0.000813601,0.000813601,0.000813601
263,14416.6,2.37888,2.36672,1.74734,0.25504,0.24337,0.20156,0.12877,2.34405,4.47139,1.60664,0.000811243,0.000811243,0.000811243
264,14471.8,2.40536,2.31192,1.82192,0.27895,0.27773,0.20195,0.12088,2.32053,5.44416,1.61833,0.000808885,0.000808885,0.000808885
265,14526.4,2.40411,2.34026,1.7839,0.27373,0.25644,0.19926,0.12636,2.38208,4.0428,1.629,0.000806528,0.000806528,0.000806528
266,14581.1,2.27094,2.28372,1.81225,0.26872,0.2564,0.19379,0.11989,2.3964,4.68805,1.61209,0.00080417,0.00080417,0.00080417
267,14636.3,2.3301,2.11723,1.78172,0.27808,0.26803,0.19439,0.11556,2.47609,4.49268,1.71663,0.000801812,0.000801812,0.000801812
268,14690.7,2.37282,2.21443,1.77343,0.27632,0.25541,0.19433,0.11845,2.46647,4.71274,1.70425,0.000799454,0.000799454,0.000799454
269,14745.3,2.19788,2.08983,1.74197,0.2698,0.27078,0.19953,0.12272,2.42486,4.85992,1.70294,0.000797096,0.000797096,0.000797096
270,14799.5,2.23826,2.28948,1.76523,0.25667,0.24927,0.18462,0.11537,2.43656,4.52729,1.68724,0.000794738,0.000794738,0.000794738
271,14854.2,2.40154,2.25336,1.77552,0.25713,0.25064,0.18766,0.12221,2.41005,4.88135,1.72482,0.00079238,0.00079238,0.00079238
272,14909.1,2.32081,2.13151,1.75443,0.23201,0.24665,0.18128,0.11752,2.41973,4.67731,1.67155,0.000790023,0.000790023,0.000790023
273,14963.5,2.34945,2.23029,1.73291,0.24124,0.23982,0.18368,0.11553,2.33881,4.90646,1.64777,0.000787665,0.000787665,0.000787665
274,15018.9,2.35062,2.08083,1.81089,0.27861,0.26242,0.20387,0.12733,2.39304,5.05132,1.66493,0.000785307,0.000785307,0.000785307
275,15074.1,2.30942,2.22148,1.7921,0.26099,0.25126,0.20736,0.1273,2.42744,4.06009,1.68004,0.000782949,0.000782949,0.000782949
276,15128.2,2.26854,1.97557,1.75262,0.30902,0.27445,0.2105,0.13497,2.3554,4.8651,1.64639,0.000780591,0.000780591,0.000780591
277,15183.2,2.3179,2.0894,1.78999,0.28732,0.26017,0.19703,0.12931,2.27272,4.76105,1.602,0.000778233,0.000778233,0.000778233
278,15238.3,2.30859,2.11915,1.82509,0.27577,0.25908,0.20611,0.13562,2.25625,4.64597,1.60497,0.000775876,0.000775876,0.000775876
279,15293,2.31152,2.06969,1.78083,0.26741,0.26467,0.20844,0.14078,2.26355,5.42007,1.59603,0.000773518,0.000773518,0.000773518
280,15348.5,2.44759,2.21886,1.82426,0.27105,0.27921,0.20569,0.13099,2.29163,4.82812,1.60046,0.00077116,0.00077116,0.00077116
281,15404,2.36718,2.19769,1.77901,0.2758,0.28567,0.20554,0.13238,2.30265,5.06306,1.60269,0.000768802,0.000768802,0.000768802
282,15459,2.2819,2.18887,1.76287,0.26874,0.28147,0.21082,0.13733,2.32482,5.25306,1.59654,0.000766444,0.000766444,0.000766444
283,15514.2,2.41043,2.08728,1.7872,0.27022,0.27668,0.203,0.13086,2.41218,5.10842,1.64924,0.000764086,0.000764086,0.000764086
284,15569.6,2.31537,1.92127,1.82206,0.25193,0.26371,0.19076,0.11922,2.40402,4.98849,1.6581,0.000761728,0.000761728,0.000761728
285,15625,2.32241,1.9217,1.79103,0.28797,0.23773,0.20288,0.13229,2.33373,5.97929,1.6317,0.000759371,0.000759371,0.000759371
286,15679.9,2.22812,1.97847,1.77935,0.27545,0.25618,0.18729,0.12101,2.42213,5.52427,1.66433,0.000757013,0.000757013,0.000757013
287,15734.5,2.19804,1.92152,1.75544,0.29751,0.25142,0.18949,0.12336,2.29599,5.34412,1.63003,0.000754655,0.000754655,0.000754655
288,15789.5,2.34217,2.06041,1.79946,0.25297,0.24717,0.17491,0.10871,2.23195,5.08297,1.62052,0.000752297,0.000752297,0.000752297
289,15844,2.27076,2.03568,1.73784,0.2391,0.24189,0.18282,0.11906,2.29383,5.15319,1.62228,0.000749939,0.000749939,0.000749939
290,15899.1,2.31572,1.99635,1.76439,0.27677,0.24105,0.18897,0.11984,2.344,5.16552,1.60222,0.000747581,0.000747581,0.000747581
291,15955,2.44815,2.04584,1.81192,0.30648,0.27671,0.20563,0.13595,2.44399,5.17981,1.62027,0.000745223,0.000745223,0.000745223
292,16010.2,2.34613,1.93151,1.79686,0.30613,0.25618,0.20719,0.13112,2.32053,5.13314,1.61889,0.000742866,0.000742866,0.000742866
293,16065,2.31757,2.12077,1.75756,0.26954,0.22587,0.18339,0.12161,2.27978,4.18933,1.62624,0.000740508,0.000740508,0.000740508
294,16119.5,2.1843,1.86792,1.76631,0.2634,0.27921,0.18474,0.12041,2.33392,5.1407,1.60928,0.00073815,0.00073815,0.00073815
295,16174.1,2.29082,2.11135,1.7429,0.25528,0.24665,0.18511,0.1201,2.28479,4.71438,1.61291,0.000735792,0.000735792,0.000735792
296,16229.4,2.26961,2.02279,1.76276,0.275,0.28064,0.20362,0.1328,2.29798,5.62692,1.60677,0.000733434,0.000733434,0.000733434
297,16284.1,2.23049,1.96259,1.74167,0.26017,0.25369,0.19692,0.12839,2.27014,5.04932,1.62264,0.000731076,0.000731076,0.000731076
298,16338.5,2.2461,2.06217,1.74576,0.2253,0.22085,0.17168,0.11314,2.17172,5.22913,1.59743,0.000728719,0.000728719,0.000728719
299,16393.4,2.37264,2.13556,1.78676,0.22378,0.24163,0.16832,0.10838,2.20907,5.4178,1.61088,0.000726361,0.000726361,0.000726361
300,16448.7,2.27002,1.91463,1.76989,0.2523,0.24189,0.17266,0.10831,2.27347,5.68004,1.60175,0.000724003,0.000724003,0.000724003
301,16504.5,2.34394,2.0013,1.77946,0.24605,0.24699,0.18306,0.11848,2.25167,5.2774,1.59902,0.000721645,0.000721645,0.000721645
302,16559.2,2.23775,1.9994,1.73995,0.2718,0.23687,0.17593,0.11256,2.24694,5.98695,1.62406,0.000719287,0.000719287,0.000719287
303,16614.2,2.29039,1.91874,1.76973,0.27075,0.25541,0.18327,0.11581,2.27386,5.58689,1.64485,0.000716929,0.000716929,0.000716929
304,16668.9,2.27289,1.97801,1.75229,0.2493,0.26102,0.16644,0.10297,2.28973,5.09925,1.62489,0.000714571,0.000714571,0.000714571
305,16723.5,2.34622,2.01033,1.77927,0.26247,0.25767,0.17933,0.11494,2.31114,5.17604,1.59854,0.000712214,0.000712214,0.000712214
306,16778,2.28318,2.08445,1.73209,0.24255,0.23012,0.17632,0.11297,2.24829,5.37737,1.6162,0.000709856,0.000709856,0.000709856
307,16833,2.27545,2.11337,1.84956,0.25229,0.24819,0.1833,0.11554,2.28946,4.99702,1.62425,0.000707498,0.000707498,0.000707498
308,16887.3,2.26019,2.07201,1.75962,0.23695,0.23973,0.17426,0.11006,2.33422,4.19508,1.65245,0.00070514,0.00070514,0.00070514
309,16942.6,2.3134,2.0152,1.78695,0.25843,0.22535,0.18313,0.11644,2.32572,4.89022,1.64375,0.000702782,0.000702782,0.000702782
310,16997.9,2.27966,1.96022,1.84855,0.25298,0.25341,0.178,0.11507,2.26562,4.60766,1.62085,0.000700424,0.000700424,0.000700424
311,17052.8,2.29728,2.12175,1.74797,0.24985,0.24743,0.16114,0.1001,2.26749,4.85211,1.64044,0.000698066,0.000698066,0.000698066
312,17107.4,2.1779,1.84348,1.72369,0.23731,0.24614,0.17088,0.10778,2.28698,4.89639,1.63513,0.000695709,0.000695709,0.000695709
313,17162,2.20951,1.97247,1.76482,0.24605,0.26575,0.1771,0.11262,2.30188,4.96012,1.61865,0.000693351,0.000693351,0.000693351
314,17217.7,2.28366,1.8335,1.82276,0.25268,0.25817,0.17528,0.11268,2.2239,5.44253,1.62175,0.000690993,0.000690993,0.000690993
315,17272.4,2.24869,1.92276,1.7751,0.22619,0.24891,0.18274,0.11793,2.23003,5.21084,1.61416,0.000688635,0.000688635,0.000688635
316,17327.6,2.26505,1.92361,1.74872,0.2529,0.26319,0.18216,0.1159,2.21559,5.36676,1.59965,0.000686277,0.000686277,0.000686277
317,17382.6,2.26601,2.09105,1.76083,0.24581,0.2248,0.16996,0.10979,2.1804,5.06743,1.60736,0.000683919,0.000683919,0.000683919
318,17437.3,2.17873,2.06031,1.75721,0.25368,0.26242,0.17458,0.11011,2.18692,6.23866,1.61971,0.000681562,0.000681562,0.000681562
319,17491,2.18484,1.94911,1.68979,0.2359,0.23912,0.17453,0.11263,2.23722,4.98451,1.60603,0.000679204,0.000679204,0.000679204
320,17546.3,2.20329,2.01934,1.75719,0.25651,0.26535,0.17595,0.1126,2.15874,5.28586,1.60332,0.000676846,0.000676846,0.000676846
321,17601.6,2.24307,1.89173,1.75542,0.26236,0.24414,0.17501,0.11003,2.19362,4.96235,1.58206,0.000674488,0.000674488,0.000674488
322,17657.2,2.31184,2.03612,1.85116,0.25957,0.23037,0.17909,0.11251,2.28059,5.03475,1.61052,0.00067213,0.00067213,0.00067213
323,17712.3,2.29113,1.96909,1.77301,0.23764,0.26519,0.16816,0.10535,2.26574,5.84744,1.61371,0.000669772,0.000669772,0.000669772
324,17766.9,2.27165,1.95272,1.76357,0.24896,0.25817,0.16791,0.10989,2.31796,5.49021,1.60468,0.000667414,0.000667414,0.000667414
325,17821.9,2.2352,1.81571,1.71037,0.25628,0.26667,0.17553,0.11407,2.39755,5.91615,1.62889,0.000665057,0.000665057,0.000665057
326,17876.8,2.24356,1.85829,1.75132,0.27414,0.25566,0.17616,0.11077,2.34518,5.45087,1.6206,0.000662699,0.000662699,0.000662699
327,17931.2,2.20856,1.97372,1.7402,0.2701,0.28121,0.18463,0.11808,2.30271,5.55458,1.62004,0.000660341,0.000660341,0.000660341
328,17986.3,2.26232,2.0194,1.78355,0.25029,0.26648,0.1709,0.10935,2.2623,5.07985,1.61076,0.000657983,0.000657983,0.000657983
329,18041.4,2.26439,1.94803,1.74221,0.24873,0.27569,0.18395,0.1161,2.29749,5.20637,1.59754,0.000655625,0.000655625,0.000655625
330,18096.4,2.18341,1.9211,1.77048,0.24898,0.26017,0.17273,0.10977,2.32131,4.62773,1.59095,0.000653267,0.000653267,0.000653267
331,18150.8,2.20443,1.85192,1.74946,0.27267,0.26242,0.18371,0.11667,2.27288,5.22825,1.60306,0.000650909,0.000650909,0.000650909
332,18205.1,2.257,1.86049,1.7046,0.27899,0.25882,0.18104,0.11539,2.30421,5.5814,1.59141,0.000648552,0.000648552,0.000648552
333,18260.4,2.18696,1.93332,1.7587,0.27481,0.25093,0.17396,0.11423,2.31369,5.55625,1.59607,0.000646194,0.000646194,0.000646194
334,18315.4,2.21757,1.84359,1.75252,0.25949,0.23687,0.16598,0.1105,2.29824,5.45228,1.62014,0.000643836,0.000643836,0.000643836
335,18370,2.22268,1.93142,1.746,0.25791,0.2524,0.1743,0.1181,2.2931,5.29307,1.61101,0.000641478,0.000641478,0.000641478
336,18425.1,2.21991,1.89559,1.76263,0.24803,0.2509,0.1721,0.11085,2.3397,5.52854,1.61277,0.00063912,0.00063912,0.00063912
337,18480.4,2.29674,1.93727,1.78737,0.27403,0.2684,0.18427,0.11765,2.34104,6.15503,1.61756,0.000636762,0.000636762,0.000636762
338,18535.3,2.19263,1.87424,1.78024,0.2713,0.23477,0.17352,0.10983,2.32717,5.85969,1.63891,0.000634405,0.000634405,0.000634405
339,18590.2,2.28939,1.98012,1.77791,0.27535,0.22561,0.1794,0.11384,2.38668,5.55446,1.64986,0.000632047,0.000632047,0.000632047
340,18645.5,2.23629,1.95213,1.74799,0.27482,0.22587,0.18041,0.11138,2.37656,4.75991,1.64292,0.000629689,0.000629689,0.000629689
341,18700.2,2.11841,1.84071,1.72109,0.27368,0.26022,0.18779,0.11875,2.37435,5.53412,1.66278,0.000627331,0.000627331,0.000627331
342,18754.7,2.2325,2.1922,1.75456,0.26696,0.22525,0.18447,0.12009,2.33489,4.58582,1.60544,0.000624973,0.000624973,0.000624973
343,18809.7,2.26045,2.1252,1.75451,0.25461,0.2619,0.19259,0.12481,2.36056,5.3444,1.59687,0.000622615,0.000622615,0.000622615
344,18865,2.23441,1.85534,1.74926,0.28609,0.23436,0.18631,0.11808,2.39288,4.71861,1.62772,0.000620257,0.000620257,0.000620257
345,18919.9,2.15913,1.7282,1.71619,0.28003,0.25817,0.1849,0.11644,2.38831,5.75014,1.62048,0.0006179,0.0006179,0.0006179
346,18974.9,2.1967,1.7611,1.73105,0.26091,0.23263,0.16792,0.10325,2.46754,5.59866,1.62564,0.000615542,0.000615542,0.000615542
347,19030,2.24746,1.85957,1.77052,0.2099,0.23436,0.16206,0.10302,2.29256,5.57805,1.57776,0.000613184,0.000613184,0.000613184
348,19083.9,2.12699,1.83906,1.71211,0.2795,0.22111,0.16465,0.10833,2.275,5.45302,1.6251,0.000610826,0.000610826,0.000610826
349,19138.9,2.18816,1.87905,1.73023,0.26391,0.23662,0.17832,0.11339,2.2341,6.14253,1.62845,0.000608468,0.000608468,0.000608468
350,19193.2,2.14483,1.84494,1.74141,0.25075,0.24839,0.18592,0.11546,2.23003,4.99724,1.61061,0.00060611,0.00060611,0.00060611
351,19247,2.11442,1.89895,1.6549,0.27413,0.26039,0.18297,0.11493,2.25914,4.7284,1.59594,0.000603752,0.000603752,0.000603752
352,19302,2.22511,1.85284,1.75363,0.24918,0.25792,0.18151,0.11973,2.2328,5.80883,1.61264,0.000601395,0.000601395,0.000601395
353,19356.8,2.25826,1.86259,1.73262,0.23999,0.22761,0.17051,0.11167,2.28383,5.28548,1.62027,0.000599037,0.000599037,0.000599037
354,19411.9,2.19674,1.78688,1.71528,0.23123,0.24337,0.17403,0.11181,2.20833,5.46882,1.57986,0.000596679,0.000596679,0.000596679
355,19466.3,2.18317,1.81092,1.73929,0.25334,0.25999,0.18362,0.11762,2.27629,4.96405,1.58786,0.000594321,0.000594321,0.000594321
356,19521.5,2.25218,2.00314,1.76931,0.2547,0.26003,0.18717,0.12226,2.22438,5.49837,1.5803,0.000591963,0.000591963,0.000591963
