epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,764.708,3.87233,4.36391,2.66003,0.6525,0.28153,0.26066,0.1296,3.11721,4.07248,2.11402,0.00137949,0.00137949,0.00137949
23,799.597,3.63202,4.08159,2.46668,0.63101,0.29128,0.24137,0.12013,3.21211,3.3015,2.10989,0.00137713,0.00137713,0.00137713
24,836.369,3.84878,3.85747,2.67972,0.29242,0.32158,0.25338,0.12125,3.28975,4.79638,2.17559,0.00137477,0.00137477,0.00137477
25,872.533,3.72346,4.25618,2.50941,0.58323,0.2545,0.21035,0.10545,3.25968,4.65965,2.07364,0.00137241,0.00137241,0.00137241
26,907.634,3.83465,4.0956,2.52226,0.67908,0.27421,0.26011,0.13614,3.23,4.60728,2.09852,0.00137005,0.00137005,0.00137005
27,941.8,3.75309,4.24179,2.51212,0.71285,0.31053,0.29674,0.15464,2.93894,3.4615,2.03188,0.0013677,0.0013677,0.0013677
28,976.101,3.54514,3.84889,2.51221,0.69876,0.29134,0.3011,0.15658,2.98427,3.75045,2.05211,0.00136534,0.00136534,0.00136534
29,1010.87,3.60911,4.08336,2.51864,0.40266,0.31743,0.29102,0.13492,3.07528,3.54156,2.10108,0.00136298,0.00136298,0.00136298
30,1043.98,3.66873,4.04172,2.48746,0.67599,0.29054,0.31836,0.15769,2.90967,3.46548,2.03022,0.00136062,0.00136062,0.00136062
31,1077.73,3.54545,3.73642,2.41986,0.64315,0.3536,0.30117,0.14648,3.10986,3.40731,2.09185,0.00135826,0.00135826,0.00135826
32,1112.01,3.45728,3.76364,2.44193,0.6998,0.27928,0.30539,0.15684,2.90766,3.22429,2.00615,0.00135591,0.00135591,0.00135591
33,1148.95,3.57921,3.79628,2.55551,0.6169,0.34459,0.28,0.14307,3.17541,3.40406,2.14062,0.00135355,0.00135355,0.00135355
34,1185.14,3.4676,4.04152,2.36826,0.40438,0.38765,0.32989,0.1674,3.02579,3.13826,2.03048,0.00135119,0.00135119,0.00135119
35,1220.68,3.57396,3.6637,2.4678,0.6565,0.31871,0.32136,0.16273,2.95199,3.30767,1.99133,0.00134883,0.00134883,0.00134883
36,1253.76,3.39901,3.47198,2.42879,0.32685,0.35489,0.26671,0.13499,2.82074,2.96269,1.94839,0.00134648,0.00134648,0.00134648
37,1286.94,3.29232,3.31561,2.33185,0.64546,0.28378,0.26393,0.14619,2.79174,3.00844,1.94126,0.00134412,0.00134412,0.00134412
38,1319.71,3.43554,3.44682,2.4223,0.43997,0.36797,0.34011,0.17037,2.76185,2.66664,1.9734,0.00134176,0.00134176,0.00134176
39,1354.19,3.40955,3.45558,2.3982,0.49267,0.33839,0.30616,0.16721,2.92991,2.92088,1.98847,0.0013394,0.0013394,0.0013394
40,1391.09,3.53474,3.53543,2.38564,0.43095,0.39435,0.34524,0.18412,2.78794,2.935,1.96509,0.00133704,0.00133704,0.00133704
41,1428.94,3.38887,3.47991,2.41604,0.5503,0.28958,0.29702,0.16641,2.91504,3.27004,2.00819,0.00133469,0.00133469,0.00133469
42,1463.51,3.37209,3.54128,2.40037,0.63776,0.3249,0.33292,0.19795,2.72297,2.94532,1.93187,0.00133233,0.00133233,0.00133233
43,1497.62,3.26398,3.18731,2.30347,0.55599,0.40219,0.35361,0.19206,2.81049,2.59971,1.96159,0.00132997,0.00132997,0.00132997
44,1530.61,3.48176,3.65625,2.40198,0.33579,0.28398,0.28899,0.15492,2.74128,3.28347,1.92723,0.00132761,0.00132761,0.00132761
45,1563.05,3.37623,3.57605,2.39987,0.68788,0.32535,0.30643,0.16165,2.85313,3.3025,2.00969,0.00132525,0.00132525,0.00132525
46,1596.76,3.41123,3.30913,2.39313,0.26675,0.3536,0.3091,0.16503,2.92296,2.59605,2.03779,0.0013229,0.0013229,0.0013229
47,1633.7,3.3624,3.4475,2.43468,0.69623,0.31253,0.3026,0.16084,2.91964,2.914,1.97918,0.00132054,0.00132054,0.00132054
48,1670.57,3.3993,3.39243,2.3877,0.39209,0.39549,0.2873,0.15508,2.90579,3.01186,1.96983,0.00131818,0.00131818,0.00131818
49,1704.17,3.45087,3.4259,2.41651,0.38551,0.37175,0.33213,0.17499,2.89139,2.65113,1.98313,0.00131582,0.00131582,0.00131582
50,1736.8,3.33142,3.2704,2.35566,0.29917,0.4009,0.33242,0.18504,2.85694,2.83105,1.95006,0.00131347,0.00131347,0.00131347
51,1770.55,3.38508,3.50131,2.43476,0.54905,0.45776,0.38659,0.21683,2.73148,2.98892,1.90906,0.00131111,0.00131111,0.00131111
52,1805.27,3.23573,3.3131,2.34708,0.4828,0.39341,0.3713,0.2028,2.76285,2.82314,1.93678,0.00130875,0.00130875,0.00130875
53,1838.99,3.2655,3.48588,2.32412,0.44163,0.3395,0.31682,0.16862,2.71986,3.04163,1.99788,0.00130639,0.00130639,0.00130639
54,1875.6,3.1954,3.21638,2.29014,0.67159,0.36549,0.34417,0.1774,2.82665,2.69766,1.96864,0.00130403,0.00130403,0.00130403
55,1911.38,3.25284,3.17472,2.36025,0.76856,0.31867,0.33533,0.17884,2.74107,2.83453,1.92,0.00130168,0.00130168,0.00130168
56,1945.31,3.26905,3.27161,2.38709,0.29429,0.3968,0.32939,0.17565,2.85038,3.13423,1.96873,0.00129932,0.00129932,0.00129932
57,1978.45,3.20895,3.20593,2.34365,0.73553,0.35135,0.35039,0.19088,2.69286,3.46545,1.9348,0.00129696,0.00129696,0.00129696
58,2011.16,3.18465,3.11607,2.32462,0.42325,0.42056,0.3946,0.21681,2.72506,2.85324,1.90532,0.0012946,0.0012946,0.0012946
59,2044.38,3.18905,3.17157,2.26426,0.72384,0.34395,0.38241,0.19873,2.68173,2.83421,1.97145,0.00129224,0.00129224,0.00129224
60,2080,3.2604,3.20803,2.29488,0.48416,0.41474,0.37845,0.20127,2.66924,2.53044,1.96341,0.00128989,0.00128989,0.00128989
61,2117.02,3.18199,2.9097,2.31624,0.72348,0.35785,0.35126,0.18785,2.64599,2.62915,1.94583,0.00128753,0.00128753,0.00128753
62,2151.62,3.27041,3.11373,2.31783,0.35118,0.3964,0.35826,0.20196,2.59959,3.04818,1.92608,0.00128517,0.00128517,0.00128517
63,2184.8,3.29426,3.30213,2.34296,0.69313,0.35575,0.36823,0.19693,2.65351,2.62182,1.8979,0.00128281,0.00128281,0.00128281
64,2217.97,3.2541,3.22314,2.31747,0.61294,0.38561,0.37657,0.19965,2.6851,2.79772,1.94246,0.00128046,0.00128046,0.00128046
65,2250.77,3.33266,3.19863,2.35168,0.53514,0.42975,0.39551,0.20694,2.701,2.74886,1.93986,0.0012781,0.0012781,0.0012781
66,2285.05,3.13424,2.96902,2.27105,0.56335,0.47346,0.42027,0.22436,2.67402,2.61625,1.92629,0.00127574,0.00127574,0.00127574
67,2320.88,3.14689,2.99892,2.23775,0.70761,0.33108,0.34696,0.17889,2.73155,2.58596,1.94538,0.00127338,0.00127338,0.00127338
68,2357.36,3.22593,3.04737,2.29589,0.69324,0.38347,0.35261,0.19468,2.63841,2.42016,1.9364,0.00127102,0.00127102,0.00127102
69,2393.8,3.13588,2.86886,2.28122,0.6063,0.3594,0.32448,0.18057,2.77464,2.72134,1.9622,0.00126867,0.00126867,0.00126867
70,2429.32,3.007,3.08243,2.22011,0.56766,0.43046,0.38209,0.21166,2.79483,3.11758,1.94651,0.00126631,0.00126631,0.00126631
71,2464.25,3.08413,3.1091,2.2722,0.67404,0.3513,0.41202,0.20286,2.70986,3.119,1.96948,0.00126395,0.00126395,0.00126395
72,2497.92,3.22608,3.11124,2.31717,0.46745,0.41474,0.39526,0.20898,2.76055,2.66062,1.94502,0.00126159,0.00126159,0.00126159
73,2530.94,3.11016,3.1712,2.28596,0.60157,0.46511,0.42558,0.21398,2.67742,2.59823,1.96465,0.00125923,0.00125923,0.00125923
74,2563.88,3.17759,3.35933,2.26007,0.73049,0.34312,0.3616,0.19142,2.66569,2.80144,1.94549,0.00125688,0.00125688,0.00125688
75,2596.83,3.063,3.08839,2.2336,0.72687,0.3237,0.36183,0.19555,2.73387,2.65498,1.95827,0.00125452,0.00125452,0.00125452
76,2633.07,3.02049,3.02141,2.22569,0.32011,0.36486,0.32002,0.17849,2.64568,2.7621,1.9531,0.00125216,0.00125216,0.00125216
77,2669.65,3.12311,3.09296,2.30175,0.45152,0.35108,0.31581,0.17308,2.74747,2.84766,1.94079,0.0012498,0.0012498,0.0012498
78,2706.05,3.12073,2.94135,2.30177,0.39128,0.37613,0.35759,0.1891,2.76896,2.86022,1.92897,0.00124745,0.00124745,0.00124745
79,2740.2,3.07645,2.84063,2.29072,0.53227,0.44048,0.38847,0.20169,2.70475,2.71973,1.92406,0.00124509,0.00124509,0.00124509
80,2773.65,3.01667,2.83436,2.21156,0.42874,0.44231,0.35848,0.18654,2.79942,2.87131,1.97567,0.00124273,0.00124273,0.00124273
81,2806.68,3.09783,3.31109,2.26297,0.6888,0.31952,0.3324,0.17781,2.73033,2.84025,1.92508,0.00124037,0.00124037,0.00124037
82,2838.79,3.00483,2.86229,2.21778,0.48482,0.44813,0.36707,0.18976,2.7142,2.63604,1.96595,0.00123801,0.00123801,0.00123801
83,2874.42,3.08062,2.94172,2.26135,0.42438,0.42982,0.33124,0.17576,2.87205,2.99263,2.04891,0.00123566,0.00123566,0.00123566
84,2911.25,3.18359,3.13507,2.23455,0.69586,0.33192,0.33663,0.17289,2.69949,2.58745,1.96763,0.0012333,0.0012333,0.0012333
85,2945.93,3.05744,2.97728,2.23661,0.42764,0.3846,0.34641,0.17898,2.90791,2.79579,1.99102,0.00123094,0.00123094,0.00123094
86,2979.37,3.0677,2.79347,2.26191,0.70468,0.36519,0.39355,0.20215,2.70739,2.51573,1.92909,0.00122858,0.00122858,0.00122858
87,3012.8,3.02793,3.0587,2.1893,0.51632,0.41313,0.37199,0.2042,2.72169,2.63059,1.94928,0.00122622,0.00122622,0.00122622
88,3045.37,2.99828,2.88507,2.17694,0.44497,0.41432,0.37842,0.18694,2.67169,2.39775,1.95928,0.00122387,0.00122387,0.00122387
89,3079.2,3.14385,2.60277,2.26741,0.38656,0.4112,0.36517,0.18357,2.85313,2.36662,1.99232,0.00122151,0.00122151,0.00122151
90,3116.47,3.17545,2.9549,2.27607,0.71694,0.36712,0.33258,0.16079,2.94664,2.45831,1.99475,0.00121915,0.00121915,0.00121915
91,3152.77,3.06035,2.63081,2.24443,0.29417,0.41429,0.35543,0.17678,2.69007,2.50577,1.92045,0.00121679,0.00121679,0.00121679
92,3186.1,3.11539,2.84506,2.23856,0.55887,0.43642,0.39806,0.20889,2.71371,2.68902,1.94868,0.00121444,0.00121444,0.00121444
93,3219.03,3.16643,2.95944,2.27217,0.59592,0.4727,0.41607,0.20254,2.66753,2.34866,1.93253,0.00121208,0.00121208,0.00121208
94,3252.21,2.93986,2.69898,2.1455,0.53071,0.49935,0.42653,0.20629,2.81232,2.26076,1.97175,0.00120972,0.00120972,0.00120972
95,3284.93,2.99319,2.76548,2.19514,0.42568,0.4954,0.40556,0.20225,2.68029,2.78065,1.95392,0.00120736,0.00120736,0.00120736
96,3321.92,3.03904,3.312,2.22158,0.4033,0.43378,0.42768,0.21147,2.58378,2.39297,1.9134,0.001205,0.001205,0.001205
97,3358.84,2.92769,2.69716,2.2045,0.36749,0.38964,0.35836,0.19522,2.59514,2.17485,1.91201,0.00120265,0.00120265,0.00120265
98,3393.4,2.89665,2.54235,2.16503,0.46943,0.4675,0.39981,0.21114,2.63633,2.62906,1.90864,0.00120029,0.00120029,0.00120029
99,3426.24,2.94882,2.6795,2.17983,0.44033,0.44248,0.36907,0.19549,2.59988,2.33224,1.91457,0.00119793,0.00119793,0.00119793
100,3459.19,2.9043,2.73416,2.17304,0.67377,0.39865,0.37329,0.19958,2.67001,2.32415,1.9123,0.00119557,0.00119557,0.00119557
101,3491.77,2.91479,2.55768,2.14327,0.70087,0.41104,0.40854,0.21657,2.51062,2.49867,1.87682,0.00119322,0.00119322,0.00119322
102,3527.41,2.79927,2.74559,2.10944,0.5105,0.42564,0.42497,0.22692,2.56108,2.16141,1.93621,0.00119086,0.00119086,0.00119086
103,3565.84,2.84868,2.65609,2.12633,0.64597,0.41892,0.38221,0.1904,2.5807,2.51257,1.94191,0.0011885,0.0011885,0.0011885
104,3600.66,2.88394,2.40058,2.18601,0.60351,0.43501,0.42728,0.22289,2.64461,2.56442,1.94844,0.00118614,0.00118614,0.00118614
105,3633.53,3.08383,2.74209,2.26179,0.56173,0.47017,0.42872,0.21757,2.64529,2.27226,1.94966,0.00118378,0.00118378,0.00118378
106,3666.75,3.02245,2.61824,2.22538,0.50736,0.48629,0.43861,0.19811,2.65038,2.38584,1.91109,0.00118143,0.00118143,0.00118143
107,3699.94,2.85246,2.46375,2.18478,0.48888,0.47909,0.40911,0.1965,2.57347,2.69052,1.93744,0.00117907,0.00117907,0.00117907
108,3733.83,2.94671,2.77021,2.19368,0.47451,0.46429,0.37959,0.19517,nan,nan,nan,0.00117671,0.00117671,0.00117671
109,3770.46,3.00609,2.63273,2.18106,0.50048,0.48488,0.39891,0.20946,2.61502,2.73197,1.886,0.00117435,0.00117435,0.00117435
110,3807.5,2.95076,2.80599,2.22107,0.6637,0.38964,0.34881,0.18811,2.60988,2.60931,1.89425,0.00117199,0.00117199,0.00117199
111,3840.59,2.96895,2.54313,2.17323,0.60679,0.41699,0.4005,0.20487,2.69146,2.34974,1.96359,0.00116964,0.00116964,0.00116964
112,3874.34,2.89839,2.62718,2.20464,0.47596,0.42021,0.37095,0.19026,2.75849,2.72829,1.91968,0.00116728,0.00116728,0.00116728
113,3908.29,2.92631,2.57445,2.17013,0.44579,0.43597,0.41277,0.22295,2.59196,2.17948,1.8788,0.00116492,0.00116492,0.00116492
114,3941.77,2.97552,2.6966,2.20919,0.59848,0.46092,0.42455,0.21374,2.86702,nan,1.94803,0.00116256,0.00116256,0.00116256
115,3975.57,2.89208,2.61433,2.1637,0.42658,0.47626,0.41548,0.21341,2.64076,2.69804,1.92509,0.00116021,0.00116021,0.00116021
116,4012.38,3.02186,2.58952,2.25233,0.53956,0.426,0.39288,0.20159,2.78758,2.33114,2.00456,0.00115785,0.00115785,0.00115785
117,4048.31,2.95243,2.53524,2.16205,0.7249,0.36937,0.42086,0.21305,2.57087,2.44053,1.9015,0.00115549,0.00115549,0.00115549
118,4081.15,2.88007,2.73748,2.17627,0.62268,0.43537,0.42146,0.21559,2.65247,2.18612,1.91921,0.00115313,0.00115313,0.00115313
119,4114.49,2.87286,2.66109,2.15579,0.47654,0.45206,0.39268,0.20997,2.68904,2.62346,1.92091,0.00115077,0.00115077,0.00115077
120,4147.25,2.96205,2.45773,2.2209,0.52951,0.43687,0.43974,0.22593,2.70497,2.13804,1.93298,0.00114842,0.00114842,0.00114842
121,4182.01,2.90673,2.68266,2.14551,0.48196,0.42158,0.39335,0.21181,2.71382,2.3661,1.98626,0.00114606,0.00114606,0.00114606
122,4216.13,2.91397,2.48363,2.20698,0.45328,0.4971,0.4259,0.2301,2.5013,2.34269,1.9226,0.0011437,0.0011437,0.0011437
123,4254.08,2.88838,2.45218,2.13423,0.44242,0.46818,0.41072,0.21018,2.68212,2.36417,1.92457,0.00114134,0.00114134,0.00114134
124,4290.93,2.91456,2.52415,2.16391,0.48406,0.46429,0.40174,0.21237,2.61331,2.38951,1.91096,0.00113898,0.00113898,0.00113898
125,4325.98,2.92899,2.29576,2.2097,0.49501,0.54344,0.4256,0.21371,2.63246,2.37495,1.9009,0.00113663,0.00113663,0.00113663
126,4359.18,2.83262,2.46012,2.1817,0.66206,0.50067,0.44114,0.21469,2.794,2.27197,1.92665,0.00113427,0.00113427,0.00113427
127,4392.16,2.9476,2.71233,2.2027,0.61646,0.4305,0.41271,0.20313,2.79976,2.29597,1.98063,0.00113191,0.00113191,0.00113191
128,4425.03,2.86838,2.37762,2.18197,0.47373,0.50515,0.41098,0.20627,2.80432,2.31594,1.99869,0.00112955,0.00112955,0.00112955
129,4459.07,2.90704,2.81561,2.19647,0.46316,0.50965,0.43176,0.21056,2.64989,2.30398,1.90338,0.0011272,0.0011272,0.0011272
130,4496.16,2.93577,2.42495,2.2057,0.37906,0.46633,0.43385,0.21927,2.52697,2.34372,1.91256,0.00112484,0.00112484,0.00112484
131,4532.65,2.77123,2.70162,2.08795,0.441,0.50616,0.46143,0.2392,2.52862,2.39985,1.89685,0.00112248,0.00112248,0.00112248
132,4568.06,2.83487,2.63275,2.13282,0.61314,0.41602,0.40373,0.2117,2.59865,2.5047,1.92645,0.00112012,0.00112012,0.00112012
133,4601.71,2.83894,2.63853,2.15148,0.43403,0.40803,0.37404,0.19239,2.73093,2.49744,1.98666,0.00111776,0.00111776,0.00111776
134,4634.95,2.80853,2.66916,2.1756,0.53422,0.50386,0.43741,0.22633,2.60647,2.61888,1.91562,0.00111541,0.00111541,0.00111541
135,4668.08,2.7465,2.26666,2.11166,0.62004,0.41699,0.4363,0.24169,2.62501,2.23884,1.9329,0.00111305,0.00111305,0.00111305
136,4702.2,2.83466,2.56505,2.12848,0.48574,0.42471,0.38691,0.21194,2.68384,2.32484,1.94522,0.00111069,0.00111069,0.00111069
137,4739.58,2.75677,2.60798,2.14835,0.66677,0.45099,0.44143,0.22147,2.56714,2.24505,1.92454,0.00110833,0.00110833,0.00110833
138,4776.68,2.76081,2.52546,2.11472,0.60657,0.45709,0.44415,0.22896,2.64071,2.59297,1.96217,0.00110597,0.00110597,0.00110597
139,4810.49,2.73692,2.28427,2.1444,0.51639,0.50106,0.4404,0.21977,2.66802,2.31768,1.93722,0.00110362,0.00110362,0.00110362
140,4843.75,2.79093,2.43615,2.06323,0.57412,0.4844,0.41655,0.22319,2.60651,2.35567,1.93093,0.00110126,0.00110126,0.00110126
141,4876.81,2.76129,2.30526,2.06746,0.56551,0.54113,0.43477,0.217,2.61787,2.57584,1.93798,0.0010989,0.0010989,0.0010989
142,4909.05,2.78143,2.23022,2.13505,0.51211,0.4862,0.44412,0.23739,2.57602,2.4149,1.93668,0.00109654,0.00109654,0.00109654
143,4944.82,2.70692,2.30603,2.07739,0.49958,0.41345,0.40217,0.21971,2.59552,2.40654,1.91968,0.00109419,0.00109419,0.00109419
144,4981.84,2.78806,2.36291,2.11027,0.51251,0.44955,0.36568,0.1892,2.7515,2.57508,2.0128,0.00109183,0.00109183,0.00109183
145,5017.4,2.75822,2.47468,2.06198,0.44382,0.45206,0.35335,0.18197,2.60255,2.38584,1.98908,0.00108947,0.00108947,0.00108947
146,5050.2,2.77409,2.50631,2.09438,0.51765,0.41345,0.38067,0.2068,2.56157,2.25614,1.89103,0.00108711,0.00108711,0.00108711
147,5083.39,2.80744,2.41197,2.13212,0.43189,0.43542,0.38293,0.21524,2.49373,2.46618,1.8922,0.00108475,0.00108475,0.00108475
148,5116.62,2.75544,2.39894,2.11145,0.51713,0.43147,0.37252,0.20941,2.67215,2.31552,1.9454,0.0010824,0.0010824,0.0010824
149,5149.48,2.8563,2.45214,2.10368,0.58434,0.47863,0.4113,0.2137,2.68362,2.17441,1.98963,0.00108004,0.00108004,0.00108004
150,5186.17,2.67005,2.33698,2.08307,0.55056,0.43284,0.40844,0.20413,2.6187,2.28376,1.94895,0.00107768,0.00107768,0.00107768
151,5222.46,2.77487,2.2396,2.12847,0.43424,0.4496,0.35965,0.1907,2.62485,2.36566,1.96658,0.00107532,0.00107532,0.00107532
152,5258.19,2.76613,2.32447,2.04618,0.63605,0.40573,0.41132,0.21018,2.58036,2.51737,1.88331,0.00107296,0.00107296,0.00107296
153,5294.07,2.82434,2.46003,2.10859,0.50457,0.44498,0.37981,0.20213,2.663,2.40312,1.94834,0.00107061,0.00107061,0.00107061
154,5330.39,2.79652,2.41017,2.09996,0.52673,0.44434,0.39357,0.20627,2.56467,2.39814,1.95067,0.00106825,0.00106825,0.00106825
155,5366.97,2.76127,2.19636,2.11815,0.553,0.46753,0.46534,0.22831,2.54285,2.3207,1.92089,0.00106589,0.00106589,0.00106589
156,5402.65,2.65242,2.03911,2.08068,0.47792,0.42502,0.3712,0.20313,2.53021,2.18756,1.93849,0.00106353,0.00106353,0.00106353
157,5436.55,2.70276,2.28154,2.07156,0.32957,0.45008,0.37554,0.2042,2.54084,2.41254,1.93671,0.00106118,0.00106118,0.00106118
158,5469.81,2.81007,2.32324,2.11842,0.53125,0.40326,0.40759,0.20439,2.58542,2.44504,1.9601,0.00105882,0.00105882,0.00105882
159,5503.33,2.66048,2.56347,2.08906,0.41316,0.45098,0.37853,0.20086,2.57089,2.3623,1.90913,0.00105646,0.00105646,0.00105646
160,5534.99,2.663,2.30527,2.05465,0.39082,0.42738,0.35968,0.18915,2.6292,2.43782,1.9684,0.0010541,0.0010541,0.0010541
161,5570.73,2.83777,2.22772,2.09677,0.40752,0.4717,0.38352,0.202,2.54674,2.82995,1.92706,0.00105174,0.00105174,0.00105174
162,5607.49,2.75248,2.25529,2.14322,0.52283,0.4112,0.39768,0.20821,2.57048,2.23407,1.91391,0.00104939,0.00104939,0.00104939
163,5642.35,2.72042,2.367,2.10621,0.63543,0.41882,0.42065,0.2087,2.76989,2.33914,2.02839,0.00104703,0.00104703,0.00104703
164,5676.4,2.7638,2.42629,2.0777,0.53544,0.42459,0.41317,0.21431,2.58751,2.67436,1.97396,0.00104467,0.00104467,0.00104467
165,5709.62,2.69006,2.35804,2.05764,0.73161,0.40798,0.43143,0.21422,2.61621,2.30354,1.97695,0.00104231,0.00104231,0.00104231
166,5743.26,2.66012,2.3171,2.05872,0.49772,0.45077,0.42771,0.22752,2.64973,2.27619,1.97088,0.00103995,0.00103995,0.00103995
167,5776.58,2.75854,2.16869,2.13521,0.58497,0.46557,0.46221,0.22628,2.49323,2.12874,1.90723,0.0010376,0.0010376,0.0010376
168,5810.91,2.54791,2.23688,2.02362,0.47748,0.50056,0.42138,0.22081,2.56385,2.23757,1.95284,0.00103524,0.00103524,0.00103524
169,5847.46,2.68232,2.03231,2.09686,0.46517,0.45753,0.43974,0.23136,2.64031,2.13914,1.94713,0.00103288,0.00103288,0.00103288
170,5884.33,2.6659,2.12493,2.03623,0.54249,0.50721,0.41309,0.22217,2.50686,2.24731,1.88688,0.00103052,0.00103052,0.00103052
171,5920.32,2.72859,2.10965,2.06751,0.48346,0.46263,0.43049,0.21779,2.59035,2.20122,1.92447,0.00102817,0.00102817,0.00102817
172,5954.73,2.76266,2.18391,2.05237,0.58613,0.44402,0.4105,0.20553,2.68479,2.3925,2.03023,0.00102581,0.00102581,0.00102581
173,5988.01,2.70528,2.2807,2.07251,0.57822,0.45206,0.42742,0.20951,2.68358,2.47506,1.96234,0.00102345,0.00102345,0.00102345
174,6020.89,2.73411,2.09801,2.07539,0.62756,0.48917,0.4332,0.21742,2.59959,2.50519,1.94796,0.00102109,0.00102109,0.00102109
175,6053.16,2.65764,2.02768,2.02491,0.64595,0.4484,0.4287,0.21468,2.59916,2.46862,1.96601,0.00101873,0.00101873,0.00101873
176,6088.51,2.72549,2.36223,2.02895,0.4726,0.44194,0.39831,0.20418,2.63415,2.21548,1.96145,0.00101638,0.00101638,0.00101638
177,6125.56,2.69012,2.28004,2.07802,0.52185,0.43898,0.4221,0.22413,2.57602,2.35425,1.9494,0.00101402,0.00101402,0.00101402
178,6160.93,2.57893,2.12045,1.99511,0.45855,0.51836,0.45568,0.23302,2.66461,2.33852,2.00221,0.00101166,0.00101166,0.00101166
179,6193.51,2.57285,2.16161,2.01575,0.58384,0.38808,0.38756,0.20083,2.65878,2.42981,2.0081,0.0010093,0.0010093,0.0010093
180,6227.02,2.59434,2.0063,2.04287,0.56791,0.43855,0.40587,0.20321,2.67216,2.61277,2.00708,0.00100694,0.00100694,0.00100694
181,6260.26,2.61941,2.02394,2.06465,0.64843,0.45656,0.43969,0.21821,2.67526,2.37028,1.98548,0.00100459,0.00100459,0.00100459
182,6293.38,2.60172,2.24598,2.00731,0.7032,0.44617,0.43587,0.22653,2.6602,2.71067,1.94732,0.00100223,0.00100223,0.00100223
183,6330.35,2.67408,2.19907,2.10889,0.45496,0.49285,0.42533,0.21162,2.72929,2.29238,1.98856,0.000999871,0.000999871,0.000999871
184,6367.63,2.55056,2.16401,2.02886,0.57574,0.45967,0.42132,0.20707,2.69456,2.48049,2.01256,0.000997513,0.000997513,0.000997513
